kd_kuliah,th_kur,nama_kuliah,sks,no_kelas,tahun,semester,no_ps_penyelenggara,nama_ps_penyelenggara,sifat
IF3250-2013,2013,Proyek Perangkat Lunak,4,01,2015,2,135,Teknik Informatika,W
IF3250-2013,2013,Proyek Perangkat Lunak,4,02,2015,2,135,Teknik Informatika,W
IF3260-2013,2013,Grafika Komputer,3,01,2015,2,135,Teknik Informatika,W
IF3260-2013,2013,Grafika Komputer,3,02,2015,2,135,Teknik Informatika,W
IF3280-2013,2013,Socio-informatika dan Profesionalisme,3,01,2015,2,135,Teknik Informatika,W
IF3280-2013,2013,Socio-informatika dan Profesionalisme,3,02,2015,2,135,Teknik Informatika,W
IF3280-2013,2013,Socio-informatika dan Profesionalisme,3,03,2015,2,135,Teknik Informatika,W
IF3280-2013,2013,Socio-informatika dan Profesionalisme,3,04,2015,2,135,Teknik Informatika,W
IF4020-2013,2013,Kriptografi,3,01,2015,2,135,Teknik Informatika,P
IF4021-2013,2013,Pemodelan dan Simulasi,3,01,2015,2,135,Teknik Informatika,P
IF4033-2013,2013,Keamanan dan Penjaminan Informasi,3,01,2015,2,135,Teknik Informatika,P
IF4040-2013,2013,Pemodelan Data Lanjut,3,01,2015,2,135,Teknik Informatika,P
IF4041-2013,2013,Teknologi Basis Data,3,01,2015,2,135,Teknik Informatika,P
IF4061-2013,2013,Visualisasi Data dan Informasi,3,01,2015,2,135,Teknik Informatika,P
IF4090-2013,2013,Kerja Praktek,2,01,2015,2,135,Teknik Informatika,W
IF4091-2013,2013,Tugas Akhir I & Seminar,2,01,2015,2,135,Teknik Informatika,W
IF4092-2013,2013,Tugas Akhir II,4,01,2015,2,135,Teknik Informatika,W
IF5141-2013,2013,Manajemen Keamanan Informasi,2,01,2015,2,235,Informatika,P
IF5144-2013,2013,Jaringan Informasi & Sosial,2,01,2015,2,235,Informatika,P
IF5146-2013,2013,Manajemen Resiko Teknologi Informasi,2,01,2015,2,235,Informatika,P
IF5148-2013,2013,Pembelajaran Multimedia,2,01,2015,2,235,Informatika,P
IF5154-2013,2013,Pengembangan Aplikasi Media Interaktif dan Praktek,3,01,2015,2,235,Informatika,P
IF5161-2013,2013,Model & Simulasi,2,01,2015,2,235,Informatika,P
IF5162-2013,2013,Metode Numerik Lanjut,2,01,2015,2,235,Informatika,P
IF5163-2013,2013,Pemrograman Paralel,2,01,2015,2,235,Informatika,P
IF5210-2013,2013,Sistem Operasi Lanjut,3,01,2015,2,235,Informatika,P
IF5211-2013,2013,Sistem Terdistribusi Lanjut,2,01,2015,2,235,Informatika,P
IF5281-2013,2013,Pemrosesan Suara,2,01,2015,2,235,Informatika,P
II2220-2013,2013,Manajemen Sumber Daya STI,3,01,2015,2,182,Sistem dan Teknologi Informasi,W
II2221-2013,2013,Manajemen Proyek STI,3,01,2015,2,182,Sistem dan Teknologi Informasi,W
II2230-2013,2013,Jaringan Komputer,3,01,2015,2,182,Sistem dan Teknologi Informasi,W
II2240-2013,2013,Analisis Kebutuhan Sistem,3,01,2015,2,182,Sistem dan Teknologi Informasi,W
II3220-2013,2013,Arsitektur Enterprise,3,01,2015,2,182,Sistem dan Teknologi Informasi,W
II3230-2013,2013,Keamanan Informasi,3,01,2015,2,182,Sistem dan Teknologi Informasi,W
II3231-2013,2013,Interaksi Manusia dg Komputer & Antarmuka,3,01,2015,2,182,Sistem dan Teknologi Informasi,W
II3240-2013,2013,Rekayasa Sistem dan Teknologi Informasi,3,01,2015,2,182,Sistem dan Teknologi Informasi,W
II3260-2013,2013,Platform dan Pengembangan Aplikasi Mobile,3,01,2015,2,182,Sistem dan Teknologi Informasi,W
II4034-2013,2013,Pemrosesan Bahasa Alami dan Ucapan,2,01,2015,2,182,Sistem dan Teknologi Informasi,P
II4051-2013,2013,Rekayasa Sistem Multimedia,2,01,2015,2,182,Sistem dan Teknologi Informasi,P
II4062-2013,2013,Data Warehouse & Business Intelligence,2,01,2015,2,182,Sistem dan Teknologi Informasi,P
II4090-2013,2013,Kerja Praktek,2,01,2015,2,182,Sistem dan Teknologi Informasi,W
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2015,2,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2015,2,182,Sistem dan Teknologi Informasi,W
II4472-2013,2013,Komunikasi Interpersonal,2,01,2015,2,182,Sistem dan Teknologi Informasi,W
KI1102-2013,2013,Kimia Dasar IB,2,01,2015,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,01,2015,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,02,2015,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,03,2015,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,04,2015,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,05,2015,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,10,2015,2,105,Kimia,W
KI4221-2013,2013,Kimia Forensik,3,01,2015,2,105,Kimia,P
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,01,2015,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,02,2015,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,03,2015,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,04,2015,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,05,2015,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,17,2015,2,179,Mata Kuliah Umum (MKU),W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,06,2015,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,07,2015,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,08,2015,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,09,2015,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,10,2015,2,169,Tahap Tahun Pertama FTMD,W
KU2061-2013,2013,Agama dan Etika Islam,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,02,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,04,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,05,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,06,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,07,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,08,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,09,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,10,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,11,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,14,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,17,2015,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,18,2015,2,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,04,2015,2,179,Mata Kuliah Umum (MKU),P
KU2063-2013,2013,Agama dan Etika Katolik,2,02,2015,2,179,Mata Kuliah Umum (MKU),P
KU2065-2013,2013,Agama dan Etika Budha,2,02,2015,2,179,Mata Kuliah Umum (MKU),P
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,02,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,04,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,05,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,06,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,07,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,08,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,12,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,13,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,14,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,15,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,16,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,17,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,18,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,21,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,22,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,23,2015,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,25,2015,2,179,Mata Kuliah Umum (MKU),W
KU4012-2013,2013,Komposisi,3,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,02,2015,2,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,03,2015,2,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,04,2015,2,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,05,2015,2,179,Mata Kuliah Umum (MKU),P
KU4074-2013,2013,Politik dan Tata Pemerintahan,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4079-2013,2013,Pendidikan Anti Korupsi,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4079-2013,2013,Pendidikan Anti Korupsi,2,02,2015,2,179,Mata Kuliah Umum (MKU),P
KU4095-2013,2013,Kewirausahaan,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4095-2013,2013,Kewirausahaan,2,02,2015,2,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,02,2015,2,179,Mata Kuliah Umum (MKU),P
KU4183-2013,2013,Sosiologi Industri,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4225-2013,2013,Filsafat Ilmu,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4273-2013,2013,Hukum Milik Perindustrian,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4273-2013,2013,Hukum Milik Perindustrian,2,02,2015,2,179,Mata Kuliah Umum (MKU),P
KU4273-2013,2013,Hukum Milik Perindustrian,2,03,2015,2,179,Mata Kuliah Umum (MKU),P
KU4281-2013,2013,Kontroversi Isu Sosial,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4291-2013,2013,Manajemen Potensi Diri,2,01,2015,2,179,Mata Kuliah Umum (MKU),P
KU4294-2013,2013,Motivasi Berprestasi,2,02,2015,2,179,Mata Kuliah Umum (MKU),P
KU4294-2013,2013,Motivasi Berprestasi,2,03,2015,2,179,Mata Kuliah Umum (MKU),P
MA1201-2013,2013,Matematika IIA,4,14,2015,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,15,2015,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,32,2015,2,101,Matematika,W
MA2031-2013,2013,Kalkulus III,2,01,2015,2,101,Matematika,P
MA2252-2013,2013,Pengantar Teori Bilangan,4,01,2015,2,101,Matematika,P
MA2281-2013,2013,Statistika non parametrik,2,01,2015,2,101,Matematika,P
MB4021-2013,2013,Perencanaan Sumberdaya Perusahaan,3,01,2015,2,190,Manajemen,P
MB4054-2013,2013,Manajemen Kualitas,3,01,2015,2,190,Manajemen,P
MK3011-2013,2013,Bisnis Berbasis Teknologi,3,01,2015,2,192,Kewirausahaan,P
PL4042-2013,2013,Perencanaan dan Politik,2,01,2015,2,154,Perencanaan Wilayah dan Kota,P
TI3004-2013,2013,Ekonomi Teknik,2,03,2015,2,134,Teknik Industri,P
TI3004-2013,2013,Ekonomi Teknik,2,04,2015,2,134,Teknik Industri,P
TI3004-2013,2013,Ekonomi Teknik,2,05,2015,2,134,Teknik Industri,P
TI3005-2013,2013,Organisasi & Manajemen Perusahaan Industri,2,03,2015,2,134,Teknik Industri,P
TI3006-2013,2013,Analisis & Perancangan Sistem Informasi,3,01,2015,2,134,Teknik Industri,P
TL4002-2013,2013,Rekayasa Lingkungan,3,03,2015,2,153,Teknik Lingkungan,P
TL4103-2013,2013,Kesehatan Lingkungan Kerja,2,02,2015,2,153,Teknik Lingkungan,P
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,01,2015,3,132,Teknik Elektro,W
EL4018-2013,2013,Etika Profesi & Rekayasa,2,01,2015,3,132,Teknik Elektro,P
EP4090-2013,2013,Etika Rekayasa,2,01,2015,3,180,Teknik Tenaga Listrik,P
IF2111-2013,2013,Algoritma dan Struktur Data,3,01,2015,3,135,Teknik Informatika,W
IF4090-2013,2013,Kerja Praktek,2,01,2015,3,135,Teknik Informatika,W
IF4091-2013,2013,Tugas Akhir I & Seminar,2,01,2015,3,135,Teknik Informatika,W
IF4092-2013,2013,Tugas Akhir II,4,01,2015,3,135,Teknik Informatika,W
II2111-2013,2013,Probabilitas dan Statistik,3,01,2015,3,182,Sistem dan Teknologi Informasi,W
II4090-2013,2013,Kerja Praktek,2,01,2015,3,182,Sistem dan Teknologi Informasi,W
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2015,3,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2015,3,182,Sistem dan Teknologi Informasi,W
KI1202-2013,2013,Kimia Dasar IIB,2,01,2015,3,105,Kimia,W
KR3101-2013,2013,Tinjauan Desain,2,01,2015,3,172,Kriya,P
KU1001-2013,2013,Olah Raga,2,01,2015,3,116,Farmasi Klinik dan Komunitas,W
MA1201-2013,2013,Matematika IIA,4,01,2015,3,101,Matematika,W
MK3021-2013,2013,Komersialisasi Teknologi,3,01,2015,3,192,Kewirausahaan,P
AS2005-2013,2013,Astronomi dan Lingkungan,2,02,2016,1,103,Astronomi,P
BI2001-2013,2013,Pengetahuan Lingkungan,2,01,2016,1,106,Biologi,W
BI2001-2013,2013,Pengetahuan Lingkungan,2,02,2016,1,106,Biologi,W
BI2001-2013,2013,Pengetahuan Lingkungan,2,03,2016,1,106,Biologi,W
BI2001-2013,2013,Pengetahuan Lingkungan,2,04,2016,1,106,Biologi,W
DK3014-2013,2013,Psikologi Persepsi,3,01,2016,1,174,Desain Komunikasi Visual,P
DK3014-2013,2013,Psikologi Persepsi,3,02,2016,1,174,Desain Komunikasi Visual,P
DK3016-2013,2013,Psikologi Sosial,2,01,2016,1,174,Desain Komunikasi Visual,P
DK3016-2013,2013,Psikologi Sosial,2,02,2016,1,174,Desain Komunikasi Visual,P
DK4117-2013,2013,Komik,3,01,2016,1,174,Desain Komunikasi Visual,P
DP3111-2013,2013,Desain dan Faktor Manusia I,2,01,2016,1,175,Desain Produk,P
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,01,2016,1,132,Teknik Elektro,W
EL2142-2013,2013,Sistem Digital & Mikroprosesor,4,01,2016,1,132,Teknik Elektro,W
FI1101-2013,2013,Fisika Dasar IA,4,14,2016,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,15,2016,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,16,2016,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,17,2016,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,18,2016,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,33,2016,1,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,01,2016,1,102,Fisika,W
FI2104-2013,2013,Mekanika B,3,01,2016,1,102,Fisika,P
IF2110-2013,2013,Algoritma & Struktur Data,4,01,2016,1,135,Teknik Informatika,W
IF2110-2013,2013,Algoritma & Struktur Data,4,02,2016,1,135,Teknik Informatika,W
IF2110-2013,2013,Algoritma & Struktur Data,4,03,2016,1,135,Teknik Informatika,W
IF2111-2013,2013,Algoritma dan Struktur Data,3,01,2016,1,135,Teknik Informatika,W
IF2120-2013,2013,Matematika Diskrit,3,01,2016,1,135,Teknik Informatika,W
IF2120-2013,2013,Matematika Diskrit,3,02,2016,1,135,Teknik Informatika,W
IF2120-2013,2013,Matematika Diskrit,3,03,2016,1,135,Teknik Informatika,W
IF2121-2013,2013,Logika Informatika,3,01,2016,1,135,Teknik Informatika,W
IF2121-2013,2013,Logika Informatika,3,02,2016,1,135,Teknik Informatika,W
IF2121-2013,2013,Logika Informatika,3,03,2016,1,135,Teknik Informatika,W
IF2123-2013,2013,Aljabar Geometri,3,01,2016,1,135,Teknik Informatika,W
IF2123-2013,2013,Aljabar Geometri,3,02,2016,1,135,Teknik Informatika,W
IF2123-2013,2013,Aljabar Geometri,3,03,2016,1,135,Teknik Informatika,W
IF2130-2013,2013,Organisasi & Arsitektur Komputer,3,01,2016,1,135,Teknik Informatika,W
IF2130-2013,2013,Organisasi & Arsitektur Komputer,3,02,2016,1,135,Teknik Informatika,W
IF2130-2013,2013,Organisasi & Arsitektur Komputer,3,03,2016,1,135,Teknik Informatika,W
IF2140-2013,2013,Pemodelan Basis Data,3,01,2016,1,135,Teknik Informatika,W
IF2220-2013,2013,Teori Bahasa Formal dan Otomata,3,01,2016,1,135,Teknik Informatika,W
IF2220-2013,2013,Teori Bahasa Formal dan Otomata,3,02,2016,1,135,Teknik Informatika,W
IF2220-2013,2013,Teori Bahasa Formal dan Otomata,3,03,2016,1,135,Teknik Informatika,W
IF3110-2013,2013,Pengembangan Aplikasi Berbasis Web,2,01,2016,1,135,Teknik Informatika,W
IF3110-2013,2013,Pengembangan Aplikasi Berbasis Web,2,02,2016,1,135,Teknik Informatika,W
IF3130-2013,2013,Jaringan Komputer,3,01,2016,1,135,Teknik Informatika,W
IF3130-2013,2013,Jaringan Komputer,3,02,2016,1,135,Teknik Informatika,W
IF3140-2013,2013,Manajemen Basis Data,2,01,2016,1,135,Teknik Informatika,W
IF3140-2013,2013,Manajemen Basis Data,2,02,2016,1,135,Teknik Informatika,W
IF3150-2013,2013,Manajemen Proyek Perangkat Lunak,2,01,2016,1,135,Teknik Informatika,W
IF3150-2013,2013,Manajemen Proyek Perangkat Lunak,2,02,2016,1,135,Teknik Informatika,W
IF3151-2013,2013,Interaksi Manusia & Komputer,3,01,2016,1,135,Teknik Informatika,W
IF3151-2013,2013,Interaksi Manusia & Komputer,3,02,2016,1,135,Teknik Informatika,W
IF3152-2013,2013,Rekayasa Perangkat Lunak,3,01,2016,1,135,Teknik Informatika,W
IF3170-2013,2013,Inteligensi Buatan,4,01,2016,1,135,Teknik Informatika,W
IF3170-2013,2013,Inteligensi Buatan,4,02,2016,1,135,Teknik Informatika,W
IF4020-2013,2013,Kriptografi,3,01,2016,1,135,Teknik Informatika,P
IF4031-2013,2013,Pengembangan Aplikasi Terdistribusi,3,01,2016,1,135,Teknik Informatika,P
IF4041-2013,2013,Teknologi Basis Data,3,01,2016,1,135,Teknik Informatika,P
IF4043-2013,2013,Sistem Informasi Lanjut,3,01,2016,1,135,Teknik Informatika,P
IF4050-2013,2013,Pembangunan Perangkat Lunak Berorientasi Service,3,01,2016,1,135,Teknik Informatika,P
IF4070-2013,2013,Representasi Pengetahuan dan Penalaran,3,01,2016,1,135,Teknik Informatika,P
IF4071-2013,2013,Pembelajaran Mesin,3,01,2016,1,135,Teknik Informatika,P
IF4071-2013,2013,Pembelajaran Mesin,3,02,2016,1,135,Teknik Informatika,P
IF4072-2013,2013,Pemrosesan Text dan Suara Bahasa Alami,3,01,2016,1,135,Teknik Informatika,P
IF4073-2013,2013,Interpretasi dan Pengolahan Citra,3,01,2016,1,135,Teknik Informatika,P
IF4090-2013,2013,Kerja Praktek,2,01,2016,1,135,Teknik Informatika,W
IF4091-2013,2013,Tugas Akhir I & Seminar,2,01,2016,1,135,Teknik Informatika,W
IF4092-2013,2013,Tugas Akhir II,4,01,2016,1,135,Teknik Informatika,W
IF4150-2013,2013,Rekayasa Perangkat Lunak Spesifik Domain,2,01,2016,1,135,Teknik Informatika,W
IF4150-2013,2013,Rekayasa Perangkat Lunak Spesifik Domain,2,02,2016,1,135,Teknik Informatika,W
IF5131-2013,2013,Pemodelan Enterprise,2,01,2016,1,235,Informatika,P
IF5132-2013,2013,Manajemen Resiko Enterprise,2,01,2016,1,235,Informatika,P
IF5190-2013,2013,Keamanan Sistem & Perangkat Lunak,2,01,2016,1,235,Informatika,P
II2110-2013,2013,Matematika STI,3,01,2016,1,182,Sistem dan Teknologi Informasi,W
II2111-2013,2013,Probabilitas dan Statistik,3,01,2016,1,182,Sistem dan Teknologi Informasi,W
II3120-2013,2013,Layanan Sistem dan Teknologi Informasi,3,01,2016,1,182,Sistem dan Teknologi Informasi,W
II3121-2013,2013,Analisis Kebutuhan Enterprise,3,01,2016,1,182,Sistem dan Teknologi Informasi,W
II3130-2013,2013,Sistem Operasi,3,01,2016,1,182,Sistem dan Teknologi Informasi,W
II3150-2013,2013,Sistem Multimedia,3,01,2016,1,182,Sistem dan Teknologi Informasi,W
II3160-2013,2013,Pemrograman Integratif,3,01,2016,1,182,Sistem dan Teknologi Informasi,W
II4021-2013,2013,Sistem Pendukung Pengambilan Keputusan,2,01,2016,1,182,Sistem dan Teknologi Informasi,P
II4022-2013,2013,Audit Teknologi Informasi,2,01,2016,1,182,Sistem dan Teknologi Informasi,P
II4032-2013,2013,Analisis & Perancangan Kinerja Sistem,2,01,2016,1,182,Sistem dan Teknologi Informasi,P
II4033-2013,2013,Forensik Digital,2,01,2016,1,182,Sistem dan Teknologi Informasi,P
II4071-2013,2013,Keprofesian STI,2,01,2016,1,182,Sistem dan Teknologi Informasi,P
II4090-2013,2013,Kerja Praktek,2,01,2016,1,182,Sistem dan Teknologi Informasi,W
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2016,1,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2016,1,182,Sistem dan Teknologi Informasi,W
II4470-2013,2013,Hukum & Etika Teknologi Informasi,2,01,2016,1,182,Sistem dan Teknologi Informasi,W
II4471-2013,2013,Kapita Selekta STI,2,01,2016,1,182,Sistem dan Teknologi Informasi,W
KI1102-2013,2013,Kimia Dasar IB,2,01,2016,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,02,2016,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,03,2016,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,04,2016,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,05,2016,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,08,2016,1,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,01,2016,1,105,Kimia,W
KU1001-2013,2013,Olah Raga,2,01,2016,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,02,2016,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,03,2016,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,04,2016,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,05,2016,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,25,2016,1,116,Farmasi Klinik dan Komunitas,W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,01,2016,1,179,Mata Kuliah Umum (MKU),W
KU1024-2013,2013,Bahasa Inggris,2,01,2016,1,179,Mata Kuliah Umum (MKU),P
KU1024-2013,2013,Bahasa Inggris,2,02,2016,1,179,Mata Kuliah Umum (MKU),P
KU1024-2013,2013,Bahasa Inggris,2,03,2016,1,179,Mata Kuliah Umum (MKU),P
KU1024-2013,2013,Bahasa Inggris,2,04,2016,1,179,Mata Kuliah Umum (MKU),P
KU1024-2013,2013,Bahasa Inggris,2,05,2016,1,179,Mata Kuliah Umum (MKU),P
KU1024-2013,2013,Bahasa Inggris,2,06,2016,1,179,Mata Kuliah Umum (MKU),P
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,03,2016,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,04,2016,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,05,2016,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,06,2016,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,07,2016,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,08,2016,1,165,Tahap Tahun Pertama STEI,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,06,2016,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,07,2016,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,08,2016,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,09,2016,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,10,2016,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,11,2016,1,169,Tahap Tahun Pertama FTMD,W
KU2061-2013,2013,Agama dan Etika Islam,2,01,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,02,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,03,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,04,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,05,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,06,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,07,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,08,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,09,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,10,2016,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,16,2016,1,179,Mata Kuliah Umum (MKU),P
